Date,Open,High,Low,Close,Adj Close,Volume
2012-03-06,3.672500,3.702500,3.615000,3.680000,3.376127,47140000
2012-03-07,3.700000,3.717500,3.650000,3.702500,3.396769,44198400
2012-03-08,3.712500,3.752500,3.692500,3.715000,3.408237,43085200
2012-03-09,3.725000,3.752500,3.685000,3.705000,3.399062,36783600
2012-03-12,3.720000,3.745000,3.637500,3.647500,3.346311,29994800
2012-03-13,3.662500,3.717500,3.645000,3.697500,3.392183,55328800
2012-03-14,3.697500,3.705000,3.580000,3.592500,3.295854,73570800
2012-03-15,3.602500,3.665000,3.590000,3.645000,3.344017,38238000
2012-03-16,3.647500,3.665000,3.627500,3.650000,3.348605,42834000
2012-03-19,3.670000,3.687500,3.642500,3.660000,3.357779,40540000
2012-03-20,3.640000,3.640000,3.567500,3.600000,3.302732,44961600
2012-03-21,3.600000,3.647500,3.560000,3.615000,3.316495,46784000
2012-03-22,3.587500,3.640000,3.577500,3.610000,3.311907,42537200
2012-03-23,3.600000,3.647500,3.575000,3.637500,3.337137,31545600
2012-03-26,3.672500,3.697500,3.637500,3.680000,3.376127,28860000
2012-03-27,3.695000,3.750000,3.687500,3.705000,3.399062,41996800
2012-03-28,3.752500,3.840000,3.725000,3.790000,3.477044,89244800
2012-03-29,3.785000,3.837500,3.737500,3.807500,3.493099,37270000
2012-03-30,3.840000,3.872500,3.785000,3.850000,3.532089,52724000
2012-04-02,3.840000,3.872500,3.777500,3.832500,3.516035,40777600
2012-04-03,3.860000,3.865000,3.750000,3.770000,3.458695,43047600
2012-04-04,3.712500,3.760000,3.640000,3.662500,3.360072,49589600
2012-04-05,3.667500,3.712500,3.645000,3.657500,3.355485,36942400
2012-04-09,3.600000,3.622500,3.540000,3.610000,3.311907,36550400
2012-04-10,3.595000,3.645000,3.522500,3.540000,3.247687,47036000
2012-04-11,3.587500,3.662500,3.575000,3.585000,3.288972,37296000
2012-04-12,3.590000,3.690000,3.575000,3.670000,3.366953,38486800
2012-04-13,3.637500,3.657500,3.537500,3.540000,3.247687,31132400
2012-04-16,3.565000,3.575000,3.440000,3.497500,3.208698,46346800
2012-04-17,3.507500,3.550000,3.492500,3.505000,3.215578,46069600
2012-04-18,3.482500,3.500000,3.425000,3.467500,3.181174,40076400
2012-04-19,3.422500,3.552500,3.397500,3.415000,3.133009,66718800
2012-04-20,3.435000,3.445000,3.340000,3.347500,3.071083,50959200
2012-04-23,3.290000,3.322500,3.227500,3.307500,3.034385,70624400
2012-04-24,3.317500,3.345000,3.187500,3.205000,2.940349,73044000
2012-04-25,3.252500,3.295000,3.192500,3.270000,2.999982,72711200
2012-04-26,3.267500,3.300000,3.245000,3.272500,3.002276,53920800
2012-04-27,3.267500,3.287500,3.210000,3.245000,2.977047,47535600
2012-04-30,3.227500,3.267500,3.205000,3.250000,2.981634,26226800
2012-05-01,3.232500,3.342500,3.232500,3.307500,3.034385,40868000
2012-05-02,3.295000,3.307500,3.195000,3.212500,2.947231,68400800
2012-05-03,3.220000,3.240000,3.137500,3.157500,2.896772,41953600
2012-05-04,3.137500,3.155000,3.065000,3.065000,2.811910,54509200
2012-05-07,3.120000,3.172500,3.092500,3.117500,2.860076,60444000
2012-05-08,3.090000,3.135000,3.035000,3.115000,2.857782,46231200
2012-05-09,3.060000,3.152500,3.030000,3.127500,2.869249,52060800
2012-05-10,3.157500,3.162500,3.055000,3.105000,2.848607,59709200
2012-05-11,3.362500,3.420000,3.290000,3.302500,3.029799,143514000
2012-05-14,3.275000,3.332500,3.207500,3.282500,3.011450,43747200
2012-05-15,3.282500,3.355000,3.235000,3.250000,2.981634,59994000
2012-05-16,3.255000,3.292500,3.175000,3.185000,2.922002,47048400
2012-05-17,3.197500,3.227500,3.162500,3.162500,2.901360,33536400
2012-05-18,3.170000,3.185000,3.005000,3.020000,2.770626,56728800
2012-05-21,3.025000,3.087500,3.005000,3.072500,2.818791,41626000
2012-05-22,3.070000,3.075000,2.990000,3.035000,2.784388,41014000
2012-05-23,3.002500,3.115000,2.957500,3.110000,2.853195,49600000
2012-05-24,3.127500,3.132500,3.005000,3.027500,2.777506,52042000
2012-05-25,3.025000,3.125000,3.025000,3.100000,2.844020,39175200
2012-05-29,3.150000,3.200000,3.137500,3.180000,2.917414,31000000
2012-05-30,3.145000,3.167500,3.087500,3.142500,2.883010,37979200
2012-05-31,3.142500,3.155000,3.067500,3.107500,2.850901,35819200
2012-06-01,3.042500,3.072500,2.990000,2.995000,2.747689,44098400
2012-06-04,3.010000,3.027500,2.907500,2.932500,2.690352,43285600
2012-06-05,2.917500,3.025000,2.917500,3.017500,2.768333,36522400
2012-06-06,3.040000,3.105000,3.017500,3.097500,2.841727,36896800
2012-06-07,3.142500,3.160000,2.970000,2.972500,2.727048,52678000
2012-06-08,2.982500,3.040000,2.977500,3.030000,2.779800,37030800
2012-06-11,3.127500,3.182500,3.057500,3.065000,2.811910,83908000
2012-06-12,3.100000,3.157500,3.095000,3.127500,2.869249,49612800
2012-06-13,3.125000,3.132500,3.030000,3.045000,2.793562,49427600
2012-06-14,3.040000,3.065000,2.977500,3.007500,2.759158,58988400
2012-06-15,3.030000,3.075000,3.002500,3.072500,2.818791,38528800
2012-06-18,3.050000,3.125000,3.025000,3.100000,2.844020,30442400
2012-06-19,3.227500,3.357500,3.212500,3.310000,3.036680,96047600
2012-06-20,3.342500,3.425000,3.322500,3.362500,3.084844,97272000
2012-06-21,3.360000,3.360000,3.202500,3.210000,2.944937,51637600
2012-06-22,3.250000,3.287500,3.205000,3.250000,2.981634,86536000
2012-06-25,3.252500,3.262500,3.135000,3.147500,2.887598,49461600
2012-06-26,3.165000,3.205000,3.120000,3.182500,2.919708,43715200
2012-06-27,3.185000,3.307500,3.185000,3.285000,3.013744,50606400
2012-06-28,3.255000,3.330000,3.227500,3.310000,3.036680,54589600
2012-06-29,3.387500,3.462500,3.385000,3.455000,3.169706,61650800
2012-07-02,3.472500,3.475000,3.335000,3.362500,3.084844,58168400
